Census Tract,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"48061012510","Census Tract 125.10, Cameron County, Texas",5249,37,704.89617069918086
"48061013002","Census Tract 130.02, Cameron County, Texas",4215,37,877.81731909845792
"48061013308","Census Tract 133.08, Cameron County, Texas",3359,37,1101.5183090205419
"48083950600","Census Tract 9506, Coleman County, Texas",1285,37,2879.3774319066147
"48085031508","Census Tract 315.08, Collin County, Texas",6124,37,604.18027433050293
"48085032008","Census Tract 320.08, Collin County, Texas",4377,37,845.32785012565694
"48091310610","Census Tract 3106.10, Comal County, Texas",3254,37,1137.0620774431468
"48099010702","Census Tract 107.02, Coryell County, Texas",3233,37,1144.4478812248685
"48107950100","Census Tract 9501, Crosby County, Texas",1926,37,1921.0799584631361
"48113006302","Census Tract 63.02, Dallas County, Texas",4142,37,893.28826653790429
"48113006501","Census Tract 65.01, Dallas County, Texas",5400,37,685.18518518518522
"48113007702","Census Tract 77.02, Dallas County, Texas",3546,37,1043.4292160180485
"48113008703","Census Tract 87.03, Dallas County, Texas",3479,37,1063.5240011497558
"48113012212","Census Tract 122.12, Dallas County, Texas",3462,37,1068.7463893703061
"48113014123","Census Tract 141.23, Dallas County, Texas",6234,37,593.51940968880331
"48113014704","Census Tract 147.04, Dallas County, Texas",5742,37,644.37478230581678
"48113017102","Census Tract 171.02, Dallas County, Texas",6070,37,609.55518945634276
"48113018134","Census Tract 181.34, Dallas County, Texas",5570,37,664.27289048473972
"48113018204","Census Tract 182.04, Dallas County, Texas",4504,37,821.49200710479579
"48113018801","Census Tract 188.01, Dallas County, Texas",4576,37,808.5664335664336
"48113019040","Census Tract 190.40, Dallas County, Texas",6968,37,530.9988518943743
"48113019213","Census Tract 192.13, Dallas County, Texas",3232,37,1144.8019801980197
"48121020403","Census Tract 204.03, Denton County, Texas",4142,37,893.28826653790429
"48121021202","Census Tract 212.02, Denton County, Texas",4060,37,911.33004926108367
"48121021526","Census Tract 215.26, Denton County, Texas",8280,37,446.85990338164254
"48131950200","Census Tract 9502, Duval County, Texas",2887,37,1281.6072047107723
"48135002501","Census Tract 25.01, Ector County, Texas",10841,37,341.29692832764505
"48139060300","Census Tract 603, Ellis County, Texas",4221,37,876.56953328595114
"48139060500","Census Tract 605, Ellis County, Texas",3350,37,1104.4776119402984
"48141000208","Census Tract 2.08, El Paso County, Texas",4315,37,857.47392815758974
"48141010355","Census Tract 103.55, El Paso County, Texas",5156,37,717.61055081458494
"48141010369","Census Tract 103.69, El Paso County, Texas",14413,37,256.71268993269962
"48145000800","Census Tract 8, Falls County, Texas",4070,37,909.090909090909
"48157670300","Census Tract 6703, Fort Bend County, Texas",3825,37,967.32026143790847
"48157671900","Census Tract 6719, Fort Bend County, Texas",4094,37,903.761602344895
"48157672702","Census Tract 6727.02, Fort Bend County, Texas",6850,37,540.14598540145982
"48157675701","Census Tract 6757.01, Fort Bend County, Texas",3994,37,926.38958437656493
"48159950102","Census Tract 9501.02, Franklin County, Texas",2171,37,1704.2837402118839
"48167725700","Census Tract 7257, Galveston County, Texas",2577,37,1435.7780364765231
"48201211900","Census Tract 2119, Harris County, Texas",4717,37,784.39686241255026
"48201230700","Census Tract 2307, Harris County, Texas",2963,37,1248.7343908201149
"48201251200","Census Tract 2512, Harris County, Texas",5987,37,618.005678971104
"48201251903","Census Tract 2519.03, Harris County, Texas",4505,37,821.30965593784686
"48201310500","Census Tract 3105, Harris County, Texas",3755,37,985.352862849534
"48201311001","Census Tract 3110.01, Harris County, Texas",3040,37,1217.1052631578948
"48201312200","Census Tract 3122, Harris County, Texas",2351,37,1573.7983836665248
"48201313101","Census Tract 3131.01, Harris County, Texas",2297,37,1610.796691336526
"48201313500","Census Tract 3135, Harris County, Texas",2649,37,1396.7534918837296
"48201330200","Census Tract 3302, Harris County, Texas",4290,37,862.47086247086247
"48201341502","Census Tract 3415.02, Harris County, Texas",4393,37,842.24903255178685
"48201433202","Census Tract 4332.02, Harris County, Texas",4367,37,847.26356766659035
"48201453603","Census Tract 4536.03, Harris County, Texas",3291,37,1124.2783348526284
"48201454000","Census Tract 4540, Harris County, Texas",5261,37,703.28834822277133
"48201455200","Census Tract 4552, Harris County, Texas",4431,37,835.02595350936588
"48201522500","Census Tract 5225, Harris County, Texas",5045,37,733.39940535183348
"48201530600","Census Tract 5306, Harris County, Texas",3351,37,1104.148015517756
"48201533301","Census Tract 5333.01, Harris County, Texas",2763,37,1339.124140427072
"48201542600","Census Tract 5426, Harris County, Texas",6081,37,608.45255714520636
"48201543004","Census Tract 5430.04, Harris County, Texas",14783,37,250.2874923899073
"48201553401","Census Tract 5534.01, Harris County, Texas",4556,37,812.11589113257253
"48201554002","Census Tract 5540.02, Harris County, Texas",4356,37,849.40312213039488
"48201554407","Census Tract 5544.07, Harris County, Texas",6712,37,551.25148986889155
"48201554803","Census Tract 5548.03, Harris County, Texas",6935,37,533.52559480894013
"48209010810","Census Tract 108.10, Hays County, Texas",3011,37,1228.8276320159416
"48209010921","Census Tract 109.21, Hays County, Texas",6106,37,605.96134949230259
"48213950303","Census Tract 9503.03, Henderson County, Texas",2418,37,1530.1902398676593
"48215020600","Census Tract 206, Hidalgo County, Texas",2393,37,1546.1763476807355
"48217960700","Census Tract 9607, Hill County, Texas",2201,37,1681.0540663334848
"48245000313","Census Tract 3.13, Jefferson County, Texas",3529,37,1048.4556531595354
"48245000500","Census Tract 5, Jefferson County, Texas",2171,37,1704.2837402118839
"48245007002","Census Tract 70.02, Jefferson County, Texas",4855,37,762.10092687950566
"48249950400","Census Tract 9504, Jim Wells County, Texas",3469,37,1066.5897953300662
"48251130217","Census Tract 1302.17, Johnson County, Texas",3243,37,1140.9189022510022
"48259970404","Census Tract 9704.04, Kendall County, Texas",4358,37,849.013308857274
"48265960602","Census Tract 9606.02, Kerr County, Texas",2516,37,1470.5882352941176
"48277001000","Census Tract 10, Lamar County, Texas",3549,37,1042.5471963933503
"48279950500","Census Tract 9505, Lamb County, Texas",3078,37,1202.0792722547108
"48303001806","Census Tract 18.06, Lubbock County, Texas",3264,37,1133.5784313725489
"48303002207","Census Tract 22.07, Lubbock County, Texas",2864,37,1291.8994413407822
"48303010301","Census Tract 103.01, Lubbock County, Texas",4137,37,894.36789944404154
"48309001100","Census Tract 11, McLennan County, Texas",5807,37,637.16204580678493
"48309004105","Census Tract 41.05, McLennan County, Texas",6351,37,582.58541961895764
"48313000300","Census Tract 3, Madison County, Texas",2750,37,1345.4545454545455
"48323950208","Census Tract 9502.08, Maverick County, Texas",3959,37,934.57943925233633
"48339692701","Census Tract 6927.01, Montgomery County, Texas",2957,37,1251.2681772066283
"48339693103","Census Tract 6931.03, Montgomery County, Texas",3607,37,1025.7831993346272
"48339693703","Census Tract 6937.03, Montgomery County, Texas",5471,37,676.2931822335953
"48375014100","Census Tract 141, Potter County, Texas",2852,37,1297.335203366059
"48387950100","Census Tract 9501, Red River County, Texas",2174,37,1701.931922723091
"48409010201","Census Tract 102.01, San Patricio County, Texas",3439,37,1075.8941552776969
"48439100402","Census Tract 1004.02, Tarrant County, Texas",4920,37,752.03252032520334
"48439101202","Census Tract 1012.02, Tarrant County, Texas",4975,37,743.7185929648241
"48439104601","Census Tract 1046.01, Tarrant County, Texas",3814,37,970.11012060828523
"48439110706","Census Tract 1107.06, Tarrant County, Texas",3761,37,983.78090933262433
"48439111020","Census Tract 1110.20, Tarrant County, Texas",4764,37,776.6582703610411
"48439111544","Census Tract 1115.44, Tarrant County, Texas",7438,37,497.44554987899971
"48439113410","Census Tract 1134.10, Tarrant County, Texas",4515,37,819.4905869324474
"48439113956","Census Tract 1139.56, Tarrant County, Texas",5121,37,722.5151337629369
"48441011900","Census Tract 119, Taylor County, Texas",2060,37,1796.1165048543687
"48453000902","Census Tract 9.02, Travis County, Texas",7803,37,474.17659874407286
"48453001000","Census Tract 10, Travis County, Texas",3445,37,1074.0203193033381
"48453001915","Census Tract 19.15, Travis County, Texas",3404,37,1086.9565217391305
"48453040400","Census Tract 404, Travis County, Texas",3962,37,933.871781928319
"48469000301","Census Tract 3.01, Victoria County, Texas",1865,37,1983.9142091152814
"48469000601","Census Tract 6.01, Victoria County, Texas",2656,37,1393.0722891566265
"48485010200","Census Tract 102, Wichita County, Texas",1067,37,3467.6663542642927
"48485010700","Census Tract 107, Wichita County, Texas",2493,37,1484.1556357801846
"48491020106","Census Tract 201.06, Williamson County, Texas",3924,37,942.91539245667673
"48491020205","Census Tract 202.05, Williamson County, Texas",4535,37,815.8765159867695
"48013960401","Census Tract 9604.01, Atascosa County, Texas",2391,25,1045.5876202425763
"48021950602","Census Tract 9506.02, Bastrop County, Texas",2323,25,1076.1945759793371
"48021950805","Census Tract 9508.05, Bastrop County, Texas",6745,25,370.64492216456631
"48025950100","Census Tract 9501, Bee County, Texas",1712,25,1460.2803738317757
"48027023117","Census Tract 231.17, Bell County, Texas",5553,25,450.20709526382137
"48029131614","Census Tract 1316.14, Bexar County, Texas",5012,25,498.80287310454906
"48029181725","Census Tract 1817.25, Bexar County, Texas",5641,25,443.18383265378475
"48029181821","Census Tract 1818.21, Bexar County, Texas",3396,25,736.1601884570083
"48029191004","Census Tract 1910.04, Bexar County, Texas",3688,25,677.87418655097611
"48029191505","Census Tract 1915.05, Bexar County, Texas",2107,25,1186.5211200759372
"48039663700","Census Tract 6637, Brazoria County, Texas",3941,25,634.35676224308543
"48047950100","Census Tract 9501, Brooks County, Texas",2236,25,1118.0679785330949
"48061012616","Census Tract 126.16, Cameron County, Texas",3632,25,688.32599118942733
"48061013307","Census Tract 133.07, Cameron County, Texas",2031,25,1230.9207287050715
"48085030303","Census Tract 303.03, Collin County, Texas",10198,25,245.14610707981956
"48085030516","Census Tract 305.16, Collin County, Texas",7412,25,337.29087965461417
"48085030544","Census Tract 305.44, Collin County, Texas",5510,25,453.72050816696918
"48085031321","Census Tract 313.21, Collin County, Texas",7121,25,351.07428731919674
"48113007825","Census Tract 78.25, Dallas County, Texas",4935,25,506.5856129685917
"48113008200","Census Tract 82, Dallas County, Texas",4156,25,601.53994225216547
"48113008705","Census Tract 87.05, Dallas County, Texas",1715,25,1457.7259475218659
"48113009701","Census Tract 97.01, Dallas County, Texas",4675,25,534.75935828877
"48113013617","Census Tract 136.17, Dallas County, Texas",2953,25,846.59668134100912
"48113014120","Census Tract 141.20, Dallas County, Texas",5177,25,482.90515742708129
"48113014405","Census Tract 144.05, Dallas County, Texas",4038,25,619.11837543338288
"48113016415","Census Tract 164.15, Dallas County, Texas",4858,25,514.615067929189
"48113016521","Census Tract 165.21, Dallas County, Texas",7794,25,320.75955863484734
"48113016525","Census Tract 165.25, Dallas County, Texas",2452,25,1019.5758564437194
"48113017310","Census Tract 173.10, Dallas County, Texas",3603,25,693.8662225922842
"48113018144","Census Tract 181.44, Dallas County, Texas",4458,25,560.78959174517729
"48113018147","Census Tract 181.47, Dallas County, Texas",3737,25,668.985817500669
"48113019019","Census Tract 190.19, Dallas County, Texas",7113,25,351.46914100941939
"48113019033","Census Tract 190.33, Dallas County, Texas",4422,25,565.35504296698332
"48113019035","Census Tract 190.35, Dallas County, Texas",5310,25,470.80979284369113
"48113019041","Census Tract 190.41, Dallas County, Texas",2363,25,1057.9771476936098
"48113019048","Census Tract 190.48, Dallas County, Texas",3299,25,757.80539557441648
"48113019208","Census Tract 192.08, Dallas County, Texas",5932,25,421.44302090357382
"48121020504","Census Tract 205.04, Denton County, Texas",3959,25,631.47259408941648
"48121021631","Census Tract 216.31, Denton County, Texas",5302,25,471.52018106374953
"48121021632","Census Tract 216.32, Denton County, Texas",3548,25,704.62232243517474
"48121021650","Census Tract 216.50, Denton County, Texas",5354,25,466.94060515502423
"48121021722","Census Tract 217.22, Denton County, Texas",4150,25,602.40963855421694
"48135003002","Census Tract 30.02, Ector County, Texas",4672,25,535.10273972602738
"48141002900","Census Tract 29, El Paso County, Texas",1406,25,1778.0938833570415
"48141010218","Census Tract 102.18, El Paso County, Texas",4227,25,591.43600662408323
"48141010230","Census Tract 102.30, El Paso County, Texas",2299,25,1087.429317094389
"48157671402","Census Tract 6714.02, Fort Bend County, Texas",6813,25,366.94554528108029
"48157672304","Census Tract 6723.04, Fort Bend County, Texas",4260,25,586.85446009389671
"48157672801","Census Tract 6728.01, Fort Bend County, Texas",4752,25,526.0942760942761
"48157673104","Census Tract 6731.04, Fort Bend County, Texas",7624,25,327.91185729275969
"48157674200","Census Tract 6742, Fort Bend County, Texas",5202,25,480.58439061899264
"48165950201","Census Tract 9502.01, Gaines County, Texas",6121,25,408.42999509884004
"48167720601","Census Tract 7206.01, Galveston County, Texas",3651,25,684.74390577923862
"48179950600","Census Tract 9506, Gray County, Texas",2015,25,1240.694789081886
"48189950600","Census Tract 9506, Hale County, Texas",3956,25,631.95146612740143
"48201220600","Census Tract 2206, Harris County, Texas",3733,25,669.702652022502
"48201221000","Census Tract 2210, Harris County, Texas",4288,25,583.02238805970148
"48201232801","Census Tract 2328.01, Harris County, Texas",2621,25,953.83441434566953
"48201233003","Census Tract 2330.03, Harris County, Texas",2470,25,1012.1457489878543
"48201250902","Census Tract 2509.02, Harris County, Texas",6027,25,414.80006636801062
"48201312601","Census Tract 3126.01, Harris County, Texas",2797,25,893.814801573114
"48201314005","Census Tract 3140.05, Harris County, Texas",2468,25,1012.9659643435981
"48201320201","Census Tract 3202.01, Harris County, Texas",2461,25,1015.8472165786264
"48201322900","Census Tract 3229, Harris County, Texas",4072,25,613.94891944990172
"48201410401","Census Tract 4104.01, Harris County, Texas",3985,25,627.35257214554576
"48201431205","Census Tract 4312.05, Harris County, Texas",3207,25,779.54474586841286
"48201431701","Census Tract 4317.01, Harris County, Texas",2473,25,1010.9179134654266
"48201433400","Census Tract 4334, Harris County, Texas",4276,25,584.65855940130962
"48201451302","Census Tract 4513.02, Harris County, Texas",2877,25,868.96072297532146
"48201453405","Census Tract 4534.05, Harris County, Texas",3962,25,630.99444724886428
"48201510400","Census Tract 5104, Harris County, Texas",4173,25,599.089384136113
"48201532302","Census Tract 5323.02, Harris County, Texas",3476,25,719.21749136939013
"48201532503","Census Tract 5325.03, Harris County, Texas",5206,25,480.21513638109877
"48201534203","Census Tract 5342.03, Harris County, Texas",2067,25,1209.4823415578132
"48201540101","Census Tract 5401.01, Harris County, Texas",6790,25,368.18851251840942
"48201541207","Census Tract 5412.07, Harris County, Texas",4470,25,559.28411633109624
"48201542401","Census Tract 5424.01, Harris County, Texas",4682,25,533.95984621956427
"48201554001","Census Tract 5540.01, Harris County, Texas",3555,25,703.23488045007025
"48201555704","Census Tract 5557.04, Harris County, Texas",7868,25,317.74275546517538
"48211950300","Census Tract 9503, Hemphill County, Texas",3382,25,739.2075694855115
"48215021310","Census Tract 213.10, Hidalgo County, Texas",3215,25,777.60497667185075
"48215024003","Census Tract 240.03, Hidalgo County, Texas",3867,25,646.49599172485136
"48215024124","Census Tract 241.24, Hidalgo County, Texas",3680,25,679.3478260869565
"48215024302","Census Tract 243.02, Hidalgo County, Texas",2381,25,1049.9790004199917
"48225950101","Census Tract 9501.01, Houston County, Texas",2318,25,1078.5159620362383
"48245000314","Census Tract 3.14, Jefferson County, Texas",2910,25,859.10652920962207
"48253020101","Census Tract 201.01, Jones County, Texas",1499,25,1667.7785190126751
"48257050210","Census Tract 502.10, Kaufman County, Texas",2246,25,1113.0899376669634
"48273020501","Census Tract 205.01, Kleberg County, Texas",3579,25,698.51913942442025
"48279950200","Census Tract 9502, Lamb County, Texas",1518,25,1646.9038208168645
"48303000202","Census Tract 2.02, Lubbock County, Texas",1641,25,1523.4613040828763
"48303000410","Census Tract 4.10, Lubbock County, Texas",2503,25,998.80143827407107
"48303000901","Census Tract 9.01, Lubbock County, Texas",873,25,2863.68843069874
"48307950500","Census Tract 9505, McCulloch County, Texas",1161,25,2153.3161068044792
"48321730502","Census Tract 7305.02, Matagorda County, Texas",1274,25,1962.3233908948196
"48339690603","Census Tract 6906.03, Montgomery County, Texas",4469,25,559.40926381740883
"48339693800","Census Tract 6938, Montgomery County, Texas",4557,25,548.6065393899496
"48339694210","Census Tract 6942.10, Montgomery County, Texas",2173,25,1150.4832029452371
"48339694403","Census Tract 6944.03, Montgomery County, Texas",3051,25,819.403474270731
"48339694501","Census Tract 6945.01, Montgomery County, Texas",2004,25,1247.5049900199601
"48355001100","Census Tract 11, Nueces County, Texas",2317,25,1078.9814415192059
"48355002708","Census Tract 27.08, Nueces County, Texas",5082,25,491.93231011412826
"48361020800","Census Tract 208, Orange County, Texas",1894,25,1319.9577613516367
"48433950300","Census Tract 9503, Stonewall County, Texas",1245,25,2008.0321285140562
"48439100503","Census Tract 1005.03, Tarrant County, Texas",2541,25,983.86462022825651
"48439101700","Census Tract 1017, Tarrant County, Texas",2347,25,1065.1896037494673
"48439104603","Census Tract 1046.03, Tarrant County, Texas",3980,25,628.140703517588
"48439104900","Census Tract 1049, Tarrant County, Texas",3252,25,768.75768757687581
"48439111025","Census Tract 1110.25, Tarrant County, Texas",3571,25,700.08401008120973
"48439111553","Census Tract 1115.53, Tarrant County, Texas",4280,25,584.1121495327103
"48439111567","Census Tract 1115.67, Tarrant County, Texas",5831,25,428.74292574172529
"48439113714","Census Tract 1137.14, Tarrant County, Texas",3651,25,684.74390577923862
"48439113906","Census Tract 1139.06, Tarrant County, Texas",7587,25,329.5110056675893
"48439113924","Census Tract 1139.24, Tarrant County, Texas",5527,25,452.32495024425543
"48439113947","Census Tract 1139.47, Tarrant County, Texas",3963,25,630.83522583901083
"48439122901","Census Tract 1229.01, Tarrant County, Texas",3979,25,628.29856747926613
"48453000802","Census Tract 8.02, Travis County, Texas",3330,25,750.75075075075074
"48453002441","Census Tract 24.41, Travis County, Texas",5407,25,462.36360273719254
"48453041200","Census Tract 412, Travis County, Texas",2811,25,889.36321593738876
"48453045500","Census Tract 455, Travis County, Texas",2967,25,842.60195483653536
"48465950802","Census Tract 9508.02, Val Verde County, Texas",1933,25,1293.3264355923434
"48479000903","Census Tract 9.03, Webb County, Texas",2124,25,1177.0244821092278
"48479001806","Census Tract 18.06, Webb County, Texas",8527,25,293.18634924357923
"48485010100","Census Tract 101, Wichita County, Texas",1573,25,1589.319771137953
"48485011300","Census Tract 113, Wichita County, Texas",1205,25,2074.6887966804979
"48487950700","Census Tract 9507, Wilbarger County, Texas",2368,25,1055.7432432432431
"48491021502","Census Tract 215.02, Williamson County, Texas",4901,25,510.09997959600082
"48505950306","Census Tract 9503.06, Zapata County, Texas",2163,25,1155.8021266759131
"48027020101","Census Tract 201.01, Bell County, Texas",3037,18,592.69015475798483
"48027023118","Census Tract 231.18, Bell County, Texas",7404,18,243.11183144246354
"48029121904","Census Tract 1219.04, Bexar County, Texas",3925,18,458.59872611464965
"48029140100","Census Tract 1401, Bexar County, Texas",1324,18,1359.5166163141994
"48029181303","Census Tract 1813.03, Bexar County, Texas",3764,18,478.21466524973437
"48039660402","Census Tract 6604.02, Brazoria County, Texas",4531,18,397.26329728536746
"48039660616","Census Tract 6606.16, Brazoria County, Texas",5234,18,343.90523500191057
"48039660703","Census Tract 6607.03, Brazoria County, Texas",5030,18,357.85288270377737
"48041002011","Census Tract 20.11, Brazos County, Texas",5898,18,305.18819938962361
"48061010602","Census Tract 106.02, Cameron County, Texas",1748,18,1029.7482837528603
"48061012517","Census Tract 125.17, Cameron County, Texas",5822,18,309.17210580556508
"48061013203","Census Tract 132.03, Cameron County, Texas",2395,18,751.56576200417533
"48085030536","Census Tract 305.36, Collin County, Texas",7209,18,249.68789013732834
"48085030549","Census Tract 305.49, Collin County, Texas",2612,18,689.12710566615613
"48085031415","Census Tract 314.15, Collin County, Texas",4945,18,364.0040444893832
"48085031422","Census Tract 314.22, Collin County, Texas",4006,18,449.32601098352472
"48085031660","Census Tract 316.60, Collin County, Texas",5418,18,332.22591362126246
"48085031668","Census Tract 316.68, Collin County, Texas",3761,18,478.59611805370912
"48085031718","Census Tract 317.18, Collin County, Texas",2479,18,726.09923356192019
"48085031816","Census Tract 318.16, Collin County, Texas",3228,18,557.62081784386612
"48085032015","Census Tract 320.15, Collin County, Texas",2380,18,756.30252100840335
"48113007605","Census Tract 76.05, Dallas County, Texas",1501,18,1199.2005329780145
"48113007834","Census Tract 78.34, Dallas County, Texas",2916,18,617.283950617284
"48113007835","Census Tract 78.35, Dallas County, Texas",2881,18,624.783061437001
"48113012208","Census Tract 122.08, Dallas County, Texas",2530,18,711.46245059288538
"48113013104","Census Tract 131.04, Dallas County, Texas",1641,18,1096.892138939671
"48113013718","Census Tract 137.18, Dallas County, Texas",4579,18,393.09892989735755
"48113013806","Census Tract 138.06, Dallas County, Texas",3628,18,496.1411245865491
"48113014135","Census Tract 141.35, Dallas County, Texas",4809,18,374.29819089207734
"48113014308","Census Tract 143.08, Dallas County, Texas",4275,18,421.05263157894734
"48113015208","Census Tract 152.08, Dallas County, Texas",3747,18,480.38430744595672
"48113015700","Census Tract 157, Dallas County, Texas",2499,18,720.28811524609841
"48113018151","Census Tract 181.51, Dallas County, Texas",3960,18,454.5454545454545
"48113019215","Census Tract 192.15, Dallas County, Texas",2880,18,625
"48121020321","Census Tract 203.21, Denton County, Texas",6438,18,279.58993476234855
"48121021417","Census Tract 214.17, Denton County, Texas",2615,18,688.33652007648186
"48121021421","Census Tract 214.21, Denton County, Texas",3895,18,462.1309370988447
"48121021652","Census Tract 216.52, Denton County, Texas",4283,18,420.26616857342981
"48121021730","Census Tract 217.30, Denton County, Texas",3625,18,496.55172413793105
"48135000300","Census Tract 3, Ector County, Texas",1885,18,954.90716180371351
"48139060220","Census Tract 602.20, Ellis County, Texas",3941,18,456.73686881502164
"48141010328","Census Tract 103.28, El Paso County, Texas",4183,18,430.31317236433182
"48141010504","Census Tract 105.04, El Paso County, Texas",1619,18,1111.7974058060531
"48151950300","Census Tract 9503, Fisher County, Texas",1721,18,1045.9035444509007
"48157670801","Census Tract 6708.01, Fort Bend County, Texas",3589,18,501.53246029534694
"48157674402","Census Tract 6744.02, Fort Bend County, Texas",5750,18,313.04347826086956
"48167720507","Census Tract 7205.07, Galveston County, Texas",5142,18,350.05834305717622
"48167721204","Census Tract 7212.04, Galveston County, Texas",3317,18,542.65902924329214
"48167726101","Census Tract 7261.01, Galveston County, Texas",1854,18,970.87378640776694
"48167726102","Census Tract 7261.02, Galveston County, Texas",1082,18,1663.5859519408502
"48169950101","Census Tract 9501.01, Garza County, Texas",1147,18,1569.3112467306016
"48187210513","Census Tract 2105.13, Guadalupe County, Texas",1583,18,1137.0814908401769
"48187210712","Census Tract 2107.12, Guadalupe County, Texas",4722,18,381.19440914866584
"48189950800","Census Tract 9508, Hale County, Texas",1230,18,1463.4146341463415
"48201222800","Census Tract 2228, Harris County, Texas",3320,18,542.16867469879514
"48201312603","Census Tract 3126.03, Harris County, Texas",3082,18,584.03634003893569
"48201340702","Census Tract 3407.02, Harris County, Texas",2961,18,607.90273556231
"48201341304","Census Tract 3413.04, Harris County, Texas",2036,18,884.08644400785852
"48201350603","Census Tract 3506.03, Harris County, Texas",4631,18,388.68494925502051
"48201410202","Census Tract 4102.02, Harris County, Texas",3361,18,535.55489437667359
"48201410703","Census Tract 4107.03, Harris County, Texas",2179,18,826.06700321248286
"48201411001","Census Tract 4110.01, Harris County, Texas",1986,18,906.344410876133
"48201412202","Census Tract 4122.02, Harris County, Texas",3093,18,581.95926285160044
"48201422000","Census Tract 4220, Harris County, Texas",2597,18,693.107431651906
"48201422602","Census Tract 4226.02, Harris County, Texas",2338,18,769.88879384088966
"48201423500","Census Tract 4235, Harris County, Texas",1995,18,902.25563909774439
"48201432401","Census Tract 4324.01, Harris County, Texas",3632,18,495.59471365638768
"48201432501","Census Tract 4325.01, Harris County, Texas",3801,18,473.55958958168907
"48201451404","Census Tract 4514.04, Harris County, Texas",4269,18,421.64441321152492
"48201531000","Census Tract 5310, Harris County, Texas",4296,18,418.99441340782124
"48201534001","Census Tract 5340.01, Harris County, Texas",3493,18,515.31634697967354
"48201541008","Census Tract 5410.08, Harris County, Texas",3871,18,464.99612503229139
"48201541902","Census Tract 5419.02, Harris County, Texas",4884,18,368.55036855036855
"48201542303","Census Tract 5423.03, Harris County, Texas",3278,18,549.11531421598534
"48201552603","Census Tract 5526.03, Harris County, Texas",3633,18,495.458298926507
"48209010924","Census Tract 109.24, Hays County, Texas",4434,18,405.95399188092017
"48215020731","Census Tract 207.31, Hidalgo County, Texas",2807,18,641.254007837549
"48215020734","Census Tract 207.34, Hidalgo County, Texas",3245,18,554.69953775038516
"48215024117","Census Tract 241.17, Hidalgo County, Texas",2774,18,648.88248017303533
"48215024120","Census Tract 241.20, Hidalgo County, Texas",3877,18,464.27650245034818
"48217960900","Census Tract 9609, Hill County, Texas",1932,18,931.67701863354034
"48225950600","Census Tract 9506, Houston County, Texas",1343,18,1340.2829486224869
"48245000102","Census Tract 1.02, Jefferson County, Texas",2322,18,775.19379844961236
"48245006700","Census Tract 67, Jefferson County, Texas",2726,18,660.30814380044023
"48257051000","Census Tract 510, Kaufman County, Texas",1565,18,1150.1597444089457
"48303001905","Census Tract 19.05, Lubbock County, Texas",2194,18,820.41932543299913
"48303002205","Census Tract 22.05, Lubbock County, Texas",1796,18,1002.227171492205
"48309001300","Census Tract 13, McLennan County, Texas",2269,18,793.30101366240638
"48329010120","Census Tract 101.20, Midland County, Texas",6176,18,291.45077720207252
"48339690403","Census Tract 6904.03, Montgomery County, Texas",2999,18,600.2000666888963
"48339692005","Census Tract 6920.05, Montgomery County, Texas",4801,18,374.92189127265152
"48355002707","Census Tract 27.07, Nueces County, Texas",1778,18,1012.3734533183352
"48355006201","Census Tract 62.01, Nueces County, Texas",3110,18,578.77813504823143
"48381020900","Census Tract 209, Randall County, Texas",2833,18,635.36886692552071
"48397040407","Census Tract 404.07, Rockwall County, Texas",2912,18,618.13186813186815
"48439105007","Census Tract 1050.07, Tarrant County, Texas",6209,18,289.90175551618614
"48439106700","Census Tract 1067, Tarrant County, Texas",2166,18,831.02493074792244
"48439111307","Census Tract 1113.07, Tarrant County, Texas",3540,18,508.47457627118638
"48439111315","Census Tract 1113.15, Tarrant County, Texas",4575,18,393.44262295081967
"48439111320","Census Tract 1113.20, Tarrant County, Texas",6068,18,296.6381015161503
"48439111545","Census Tract 1115.45, Tarrant County, Texas",2528,18,712.02531645569616
"48439113120","Census Tract 1131.20, Tarrant County, Texas",4423,18,406.96359936694552
"48439114111","Census Tract 1141.11, Tarrant County, Texas",2680,18,671.64179104477614
"48439122200","Census Tract 1222, Tarrant County, Texas",2095,18,859.18854415274473
"48439122300","Census Tract 1223, Tarrant County, Texas",5642,18,319.03580290677064
"48453002104","Census Tract 21.04, Travis County, Texas",2707,18,664.9427410417436
"48453002451","Census Tract 24.51, Travis County, Texas",7587,18,237.24792408066432
"48453032600","Census Tract 326, Travis County, Texas",5829,18,308.80082346886257
"48453035900","Census Tract 359, Travis County, Texas",3176,18,566.75062972292187
"48453041400","Census Tract 414, Travis County, Texas",2538,18,709.21985815602841
"48453044300","Census Tract 443, Travis County, Texas",7018,18,256.48332858364211
"48453046600","Census Tract 466, Travis County, Texas",5415,18,332.40997229916894
"48461950100","Census Tract 9501, Upton County, Texas",1089,18,1652.8925619834711
"48469000800","Census Tract 8, Victoria County, Texas",2154,18,835.65459610027858
"48479001004","Census Tract 10.04, Webb County, Texas",1818,18,990.09900990099015
"48479001721","Census Tract 17.21, Webb County, Texas",2022,18,890.20771513353122
"48479001723","Census Tract 17.23, Webb County, Texas",4034,18,446.20723847297967
"48485012002","Census Tract 120.02, Wichita County, Texas",3305,18,544.62934947049928
"48485012700","Census Tract 127, Wichita County, Texas",2347,18,766.93651469961651
"48485013202","Census Tract 132.02, Wichita County, Texas",2982,18,603.62173038229378
