Census Tract,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"48381020400","Census Tract 204, Randall County, Texas",1952,26,1331.967213114754
"48389950300","Census Tract 9503, Reeves County, Texas",1996,26,1302.6052104208416
"48439105705","Census Tract 1057.05, Tarrant County, Texas",5295,26,491.02927289896127
"48439111513","Census Tract 1115.13, Tarrant County, Texas",4157,26,625.4510464277123
"48439111555","Census Tract 1115.55, Tarrant County, Texas",4960,26,524.19354838709683
"48439113953","Census Tract 1139.53, Tarrant County, Texas",7238,26,359.21525283227407
"48439113954","Census Tract 1139.54, Tarrant County, Texas",3963,26,656.06863487257124
"48439114010","Census Tract 1140.10, Tarrant County, Texas",6860,26,379.00874635568516
"48453001605","Census Tract 16.05, Travis County, Texas",3889,26,668.55232707636924
"48453002106","Census Tract 21.06, Travis County, Texas",2952,26,880.7588075880758
"48453002218","Census Tract 22.18, Travis County, Texas",5160,26,503.87596899224803
"48453002409","Census Tract 24.09, Travis County, Texas",3327,26,781.48482116020443
"48453042700","Census Tract 427, Travis County, Texas",4347,26,598.11364159190248
"48453043500","Census Tract 435, Travis County, Texas",7281,26,357.09380579590714
"48453044000","Census Tract 440, Travis County, Texas",3167,26,820.96621408272813
"48453044100","Census Tract 441, Travis County, Texas",3933,26,661.07297228578693
"48485012401","Census Tract 124.01, Wichita County, Texas",2696,26,964.39169139465878
"48491020124","Census Tract 201.24, Williamson County, Texas",5929,26,438.52251644459432
"48491020206","Census Tract 202.06, Williamson County, Texas",2530,26,1027.6679841897233
"48491020332","Census Tract 203.32, Williamson County, Texas",4181,26,621.86079885194931
"48491020409","Census Tract 204.09, Williamson County, Texas",6859,26,379.06400349905238
"48491020505","Census Tract 205.05, Williamson County, Texas",2632,26,987.84194528875378
"48491020602","Census Tract 206.02, Williamson County, Texas",5115,26,508.3088954056696
"48499950401","Census Tract 9504.01, Wood County, Texas",2000,26,1300
"48005000700","Census Tract 7, Angelina County, Texas",3070,33,1074.9185667752442
"48007950502","Census Tract 9505.02, Aransas County, Texas",1761,33,1873.9352640545146
"48027020402","Census Tract 204.02, Bell County, Texas",2926,33,1127.8195488721803
"48027021101","Census Tract 211.01, Bell County, Texas",2585,33,1276.5957446808509
"48027022101","Census Tract 221.01, Bell County, Texas",4102,33,804.48561677230623
"48029171914","Census Tract 1719.14, Bexar County, Texas",5236,33,630.2521008403362
"48029180504","Census Tract 1805.04, Bexar County, Texas",4245,33,777.38515901060077
"48029181506","Census Tract 1815.06, Bexar County, Texas",3992,33,826.65330661322639
"48029192300","Census Tract 1923, Bexar County, Texas",5055,33,652.81899109792289
"48039663200","Census Tract 6632, Brazoria County, Texas",5049,33,653.59477124183013
"48039664000","Census Tract 6640, Brazoria County, Texas",3277,33,1007.0186145865121
"48049950201","Census Tract 9502.01, Brown County, Texas",1605,33,2056.07476635514
"48061012403","Census Tract 124.03, Cameron County, Texas",3129,33,1054.6500479386384
"48061012512","Census Tract 125.12, Cameron County, Texas",3025,33,1090.909090909091
"48061013003","Census Tract 130.03, Cameron County, Texas",2375,33,1389.4736842105262
"48061013306","Census Tract 133.06, Cameron County, Texas",2511,33,1314.2174432497013
"48061014103","Census Tract 141.03, Cameron County, Texas",3211,33,1027.7172220492057
"48081950200","Census Tract 9502, Coke County, Texas",1715,33,1924.1982507288628
"48085031425","Census Tract 314.25, Collin County, Texas",5725,33,576.41921397379917
"48085031655","Census Tract 316.55, Collin County, Texas",4731,33,697.52694990488271
"48091310405","Census Tract 3104.05, Comal County, Texas",3443,33,958.46645367412134
"48113001301","Census Tract 13.01, Dallas County, Texas",2715,33,1215.4696132596684
"48113008402","Census Tract 84.02, Dallas County, Texas",4322,33,763.53540027764916
"48113012801","Census Tract 128.01, Dallas County, Texas",2730,33,1208.7912087912089
"48113013201","Census Tract 132.01, Dallas County, Texas",2754,33,1198.2570806100218
"48113013807","Census Tract 138.07, Dallas County, Texas",2778,33,1187.9049676025918
"48113014001","Census Tract 140.01, Dallas County, Texas",4274,33,772.110435189518
"48113016419","Census Tract 164.19, Dallas County, Texas",5520,33,597.82608695652175
"48113016616","Census Tract 166.16, Dallas County, Texas",6403,33,515.38341402467586
"48113016638","Census Tract 166.38, Dallas County, Texas",1983,33,1664.145234493192
"48113017005","Census Tract 170.05, Dallas County, Texas",4958,33,665.59096409842675
"48113017602","Census Tract 176.02, Dallas County, Texas",4361,33,756.70717725292366
"48113018153","Census Tract 181.53, Dallas County, Texas",6044,33,545.9960291197882
"48113019036","Census Tract 190.36, Dallas County, Texas",2847,33,1159.1148577449949
"48113019800","Census Tract 198, Dallas County, Texas",4529,33,728.63766835946126
"48113019900","Census Tract 199, Dallas County, Texas",3884,33,849.63954685890826
"48115950402","Census Tract 9504.02, Dawson County, Texas",3266,33,1010.4102878138395
"48117950600","Census Tract 9506, Deaf Smith County, Texas",3516,33,938.566552901024
"48121020405","Census Tract 204.05, Denton County, Texas",4681,33,704.97756889553511
"48135000400","Census Tract 4, Ector County, Texas",4394,33,751.02412380518888
"48135003003","Census Tract 30.03, Ector County, Texas",4602,33,717.07953063885259
"48139061300","Census Tract 613, Ellis County, Texas",3627,33,909.84284532671643
"48141000902","Census Tract 9.02, El Paso County, Texas",2549,33,1294.6253432718713
"48141004309","Census Tract 43.09, El Paso County, Texas",5274,33,625.7110352673493
"48141010214","Census Tract 102.14, El Paso County, Texas",6400,33,515.625
"48141010335","Census Tract 103.35, El Paso County, Texas",4080,33,808.82352941176475
"48141010358","Census Tract 103.58, El Paso County, Texas",10351,33,318.80977683315621
"48143950302","Census Tract 9503.02, Erath County, Texas",3531,33,934.57943925233633
"48157671602","Census Tract 6716.02, Fort Bend County, Texas",3386,33,974.60129946839936
"48157672602","Census Tract 6726.02, Fort Bend County, Texas",6468,33,510.204081632653
"48157673201","Census Tract 6732.01, Fort Bend County, Texas",11027,33,299.26543937607693
"48157674401","Census Tract 6744.01, Fort Bend County, Texas",7316,33,451.06615636960089
"48163950201","Census Tract 9502.01, Frio County, Texas",2629,33,1255.2301255230125
"48167722800","Census Tract 7228, Galveston County, Texas",2593,33,1272.6571538758194
"48167723403","Census Tract 7234.03, Galveston County, Texas",3539,33,932.46679853065848
"48167723503","Census Tract 7235.03, Galveston County, Texas",2389,33,1381.331100879029
"48167724101","Census Tract 7241.01, Galveston County, Texas",1345,33,2453.531598513011
"48171950301","Census Tract 9503.01, Gillespie County, Texas",2288,33,1442.3076923076924
"48187210510","Census Tract 2105.10, Guadalupe County, Texas",3603,33,915.90341382181521
"48187210805","Census Tract 2108.05, Guadalupe County, Texas",2631,33,1254.2759407069557
"48193950200","Census Tract 9502, Hamilton County, Texas",2365,33,1395.3488372093022
"48201223002","Census Tract 2230.02, Harris County, Texas",4004,33,824.17582417582423
"48201231800","Census Tract 2318, Harris County, Texas",3066,33,1076.3209393346378
"48201252202","Census Tract 2522.02, Harris County, Texas",7192,33,458.84315906562847
"48201252500","Census Tract 2525, Harris County, Texas",5051,33,653.33597307463867
"48201320700","Census Tract 3207, Harris County, Texas",4550,33,725.27472527472537
"48201333700","Census Tract 3337, Harris County, Texas",3442,33,958.744915746659
"48201342002","Census Tract 3420.02, Harris County, Texas",4436,33,743.91343552750232
"48201350202","Census Tract 3502.02, Harris County, Texas",4684,33,704.52604611443212
"48201433003","Census Tract 4330.03, Harris County, Texas",5580,33,591.39784946236557
"48201452602","Census Tract 4526.02, Harris County, Texas",3367,33,980.10098010098011
"48201522401","Census Tract 5224.01, Harris County, Texas",5813,33,567.69310166867365
"48201540601","Census Tract 5406.01, Harris County, Texas",4626,33,713.35927367055774
"48201541204","Census Tract 5412.04, Harris County, Texas",5676,33,581.39534883720933
"48201542103","Census Tract 5421.03, Harris County, Texas",10308,33,320.13969732246795
"48201543008","Census Tract 5430.08, Harris County, Texas",6225,33,530.12048192771078
"48201551102","Census Tract 5511.02, Harris County, Texas",6590,33,500.75872534142644
"48201554302","Census Tract 5543.02, Harris County, Texas",4768,33,692.11409395973158
"48203020302","Census Tract 203.02, Harrison County, Texas",3245,33,1016.9491525423728
"48209010816","Census Tract 108.16, Hays County, Texas",9464,33,348.68977176669483
"48209010916","Census Tract 109.16, Hays County, Texas",8012,33,411.88217673489771
"48213950902","Census Tract 9509.02, Henderson County, Texas",2058,33,1603.4985422740524
"48215020406","Census Tract 204.06, Hidalgo County, Texas",6752,33,488.74407582938392
"48215020505","Census Tract 205.05, Hidalgo County, Texas",2350,33,1404.2553191489362
"48215020506","Census Tract 205.06, Hidalgo County, Texas",2408,33,1370.4318936877075
"48215021002","Census Tract 210.02, Hidalgo County, Texas",1959,33,1684.5329249617153
"48215021308","Census Tract 213.08, Hidalgo County, Texas",2786,33,1184.4938980617374
"48215024208","Census Tract 242.08, Hidalgo County, Texas",3933,33,839.05415713196044
"48217960502","Census Tract 9605.02, Hill County, Texas",2571,33,1283.5472578763126
"48231960200","Census Tract 9602, Hunt County, Texas",2480,33,1330.6451612903224
"48241950800","Census Tract 9508, Jasper County, Texas",2496,33,1322.1153846153845
"48245000309","Census Tract 3.09, Jefferson County, Texas",2778,33,1187.9049676025918
"48245000312","Census Tract 3.12, Jefferson County, Texas",4277,33,771.56885667523966
"48247950400","Census Tract 9504, Jim Hogg County, Texas",2746,33,1201.7479970866714
"48249950301","Census Tract 9503.01, Jim Wells County, Texas",2811,33,1173.9594450373534
"48257050208","Census Tract 502.08, Kaufman County, Texas",4034,33,818.04660386712942
"48285000600","Census Tract 6, Lavaca County, Texas",3001,33,1099.6334555148283
"48287000300","Census Tract 3, Lee County, Texas",3144,33,1049.6183206106871
"48303001712","Census Tract 17.12, Lubbock County, Texas",2917,33,1131.2992800822763
"48303002002","Census Tract 20.02, Lubbock County, Texas",2844,33,1160.337552742616
"48303010602","Census Tract 106.02, Lubbock County, Texas",1976,33,1670.0404858299596
"48303010700","Census Tract 107, Lubbock County, Texas",3759,33,877.89305666400639
"48309000800","Census Tract 8, McLennan County, Texas",2854,33,1156.271899088998
"48309002498","Census Tract 24.98, McLennan County, Texas",5393,33,611.90432041535325
"48309002504","Census Tract 25.04, McLennan County, Texas",4151,33,794.98915923873756
"48329000402","Census Tract 4.02, Midland County, Texas",4953,33,666.26287098728039
"48331950500","Census Tract 9505, Milam County, Texas",2780,33,1187.0503597122301
"48337950200","Census Tract 9502, Montague County, Texas",1799,33,1834.3524180100055
"48339690407","Census Tract 6904.07, Montgomery County, Texas",4682,33,704.82699700982482
"48339692009","Census Tract 6920.09, Montgomery County, Texas",13287,33,248.36306163919619
"48339692605","Census Tract 6926.05, Montgomery County, Texas",5023,33,656.977901652399
"48339694502","Census Tract 6945.02, Montgomery County, Texas",4750,33,694.73684210526312
"48351950202","Census Tract 9502.02, Newton County, Texas",2506,33,1316.8395849960098
"48355003204","Census Tract 32.04, Nueces County, Texas",4293,33,768.69322152341022
"48355005417","Census Tract 54.17, Nueces County, Texas",7502,33,439.88269794721413
"48367140414","Census Tract 1404.14, Parker County, Texas",3498,33,943.39622641509425
"48381021804","Census Tract 218.04, Randall County, Texas",3540,33,932.20338983050851
"48409010603","Census Tract 106.03, San Patricio County, Texas",3704,33,890.9287257019439
"48419950402","Census Tract 9504.02, Shelby County, Texas",2511,33,1314.2174432497013
"48423001200","Census Tract 12, Smith County, Texas",3606,33,915.14143094841938
"48423002012","Census Tract 20.12, Smith County, Texas",3616,33,912.61061946902657
"48425000200","Census Tract 2, Somervell County, Texas",1737,33,1899.8272884283247
"48427950105","Census Tract 9501.05, Starr County, Texas",4058,33,813.20847708230667
"48439100202","Census Tract 1002.02, Tarrant County, Texas",5428,33,607.9587324981577
"48439100601","Census Tract 1006.01, Tarrant County, Texas",2703,33,1220.8657047724751
"48439102000","Census Tract 1020, Tarrant County, Texas",4824,33,684.07960199004981
"48439103602","Census Tract 1036.02, Tarrant County, Texas",2373,33,1390.6447534766119
"48439110301","Census Tract 1103.01, Tarrant County, Texas",3828,33,862.06896551724139
"48439111003","Census Tract 1110.03, Tarrant County, Texas",3788,33,871.17212249208023
"48439111024","Census Tract 1110.24, Tarrant County, Texas",4265,33,773.7397420867527
"48439111316","Census Tract 1113.16, Tarrant County, Texas",7163,33,460.70082367723023
"48439111406","Census Tract 1114.06, Tarrant County, Texas",4466,33,738.91625615763542
"48439111571","Census Tract 1115.71, Tarrant County, Texas",4736,33,696.79054054054052
"48439113517","Census Tract 1135.17, Tarrant County, Texas",4264,33,773.921200750469
"48439113637","Census Tract 1136.37, Tarrant County, Texas",4355,33,757.74971297359355
"48439114106","Census Tract 1141.06, Tarrant County, Texas",6768,33,487.58865248226954
"48439121702","Census Tract 1217.02, Tarrant County, Texas",2221,33,1485.8171994597028
"48441011700","Census Tract 117, Taylor County, Texas",2193,33,1504.7879616963064
"48441012200","Census Tract 122, Taylor County, Texas",2783,33,1185.7707509881423
"48453002321","Census Tract 23.21, Travis County, Texas",4725,33,698.41269841269843
"48453002448","Census Tract 24.48, Travis County, Texas",7222,33,456.93713652727774
"48453031100","Census Tract 311, Travis County, Texas",4241,33,778.118368309361
"48465950202","Census Tract 9502.02, Val Verde County, Texas",4713,33,700.19096117122854
"48469000302","Census Tract 3.02, Victoria County, Texas",2196,33,1502.7322404371585
"48477170100","Census Tract 1701, Washington County, Texas",3573,33,923.59361880772462
"48479000108","Census Tract 1.08, Webb County, Texas",3499,33,943.126607602172
"48479001501","Census Tract 15.01, Webb County, Texas",2644,33,1248.1089258698942
"48485013503","Census Tract 135.03, Wichita County, Texas",2867,33,1151.0289501220789
"48491020109","Census Tract 201.09, Williamson County, Texas",4835,33,682.52326783867636
"48491020207","Census Tract 202.07, Williamson County, Texas",5608,33,588.44507845934379
"48491020816","Census Tract 208.16, Williamson County, Texas",6634,33,497.43744347301782
"48491020820","Census Tract 208.20, Williamson County, Texas",6511,33,506.83458762094915
"48505950305","Census Tract 9503.05, Zapata County, Texas",2344,33,1407.8498293515358
"48013960601","Census Tract 9606.01, Atascosa County, Texas",2512,23,915.60509554140128
"48021950806","Census Tract 9508.06, Bastrop County, Texas",3278,23,701.64734594264792
"48027021501","Census Tract 215.01, Bell County, Texas",3940,23,583.75634517766491
"48027023116","Census Tract 231.16, Bell County, Texas",6188,23,371.6871363930187
"48027023500","Census Tract 235, Bell County, Texas",2149,23,1070.2652396463473
"48029110500","Census Tract 1105, Bexar County, Texas",2369,23,970.87378640776694
"48029121811","Census Tract 1218.11, Bexar County, Texas",5543,23,414.93775933609959
"48029121908","Census Tract 1219.08, Bexar County, Texas",3410,23,674.4868035190616
"48029130200","Census Tract 1302, Bexar County, Texas",1588,23,1448.3627204030226
"48029140200","Census Tract 1402, Bexar County, Texas",2405,23,956.34095634095638
"48029151500","Census Tract 1515, Bexar County, Texas",2411,23,953.961012028204
"48029171915","Census Tract 1719.15, Bexar County, Texas",2095,23,1097.8520286396181
"48029180102","Census Tract 1801.02, Bexar County, Texas",1886,23,1219.5121951219512
"48029191408","Census Tract 1914.08, Bexar County, Texas",3014,23,763.10550763105516
"48041000106","Census Tract 1.06, Brazos County, Texas",3708,23,620.28047464940676
"48041000301","Census Tract 3.01, Brazos County, Texas",3799,23,605.4224795998947
"48041000605","Census Tract 6.05, Brazos County, Texas",4982,23,461.66198313930147
"48043950500","Census Tract 9505, Brewster County, Texas",3230,23,712.07430340557278
"48061010102","Census Tract 101.02, Cameron County, Texas",1458,23,1577.503429355281
"48085030204","Census Tract 302.04, Collin County, Texas",7554,23,304.47445062218696
"48085030550","Census Tract 305.50, Collin County, Texas",4218,23,545.28212422949264
"48085031005","Census Tract 310.05, Collin County, Texas",3126,23,735.76455534229046
"48085031008","Census Tract 310.08, Collin County, Texas",3229,23,712.294828120161
"48085031633","Census Tract 316.33, Collin County, Texas",3636,23,632.56325632563255
"48113000401","Census Tract 4.01, Dallas County, Texas",4972,23,462.59050683829446
"48113008101","Census Tract 81.01, Dallas County, Texas",1841,23,1249.321021184139
"48113009500","Census Tract 95, Dallas County, Texas",2375,23,968.421052631579
"48113013609","Census Tract 136.09, Dallas County, Texas",3993,23,576.008014024543
"48113013618","Census Tract 136.18, Dallas County, Texas",3271,23,703.14888413329254
"48113013725","Census Tract 137.25, Dallas County, Texas",3748,23,613.66061899679823
"48113016524","Census Tract 165.24, Dallas County, Texas",3078,23,747.238466536712
"48113016622","Census Tract 166.22, Dallas County, Texas",3907,23,588.68697210135656
"48113016805","Census Tract 168.05, Dallas County, Texas",2928,23,785.51912568306011
"48113018138","Census Tract 181.38, Dallas County, Texas",4985,23,461.38415245737207
"48113018155","Census Tract 181.55, Dallas County, Texas",5526,23,416.21425986246834
"48113018501","Census Tract 185.01, Dallas County, Texas",3985,23,577.16436637390211
"48121020133","Census Tract 201.33, Denton County, Texas",7591,23,302.99038334870244
"48121020603","Census Tract 206.03, Denton County, Texas",3469,23,663.01527817814929
"48121021534","Census Tract 215.34, Denton County, Texas",6302,23,364.963503649635
"48121021611","Census Tract 216.11, Denton County, Texas",4424,23,519.8915009041591
"48121021616","Census Tract 216.16, Denton County, Texas",4626,23,497.18979680069174
"48121021639","Census Tract 216.39, Denton County, Texas",3403,23,675.87422862180426
"48141010211","Census Tract 102.11, El Paso County, Texas",2864,23,803.072625698324
"48141010231","Census Tract 102.31, El Paso County, Texas",4053,23,567.48087836170737
"48141010334","Census Tract 103.34, El Paso County, Texas",3958,23,581.10156644770086
"48141010353","Census Tract 103.53, El Paso County, Texas",5166,23,445.21873790166478
"48141010502","Census Tract 105.02, El Paso County, Texas",2645,23,869.56521739130437
"48147950600","Census Tract 9506, Fannin County, Texas",2515,23,914.5129224652087
"48161000102","Census Tract 1.02, Freestone County, Texas",2333,23,985.85512216030872
"48161000900","Census Tract 9, Freestone County, Texas",1538,23,1495.448634590377
"48167720701","Census Tract 7207.01, Galveston County, Texas",2775,23,828.82882882882882
"48167724700","Census Tract 7247, Galveston County, Texas",2096,23,1097.3282442748091
"48167725300","Census Tract 7253, Galveston County, Texas",2357,23,975.816716164616
"48179950700","Census Tract 9507, Gray County, Texas",1686,23,1364.1755634638196
"48183000900","Census Tract 9, Gregg County, Texas",3123,23,736.47134165866157
"48201221601","Census Tract 2216.01, Harris County, Texas",3313,23,694.23483247811646
"48201231700","Census Tract 2317, Harris County, Texas",4509,23,510.09092925260586
"48201232402","Census Tract 2324.02, Harris County, Texas",3820,23,602.09424083769625
"48201232902","Census Tract 2329.02, Harris County, Texas",4380,23,525.1141552511416
"48201240905","Census Tract 2409.05, Harris County, Texas",3875,23,593.54838709677415
"48201241103","Census Tract 2411.03, Harris County, Texas",4376,23,525.59414990859227
"48201250306","Census Tract 2503.06, Harris County, Texas",4666,23,492.92756108015436
"48201254400","Census Tract 2544, Harris County, Texas",3116,23,738.12580231065465
"48201313801","Census Tract 3138.01, Harris County, Texas",2035,23,1130.2211302211301
"48201320901","Census Tract 3209.01, Harris County, Texas",3758,23,612.02767429483765
"48201333801","Census Tract 3338.01, Harris County, Texas",4188,23,549.18815663801331
"48201412000","Census Tract 4120, Harris County, Texas",3744,23,614.31623931623926
"48201420200","Census Tract 4202, Harris County, Texas",2430,23,946.50205761316863
"48201420900","Census Tract 4209, Harris County, Texas",6386,23,360.1628562480426
"48201422900","Census Tract 4229, Harris County, Texas",4874,23,471.89167008617153
"48201430600","Census Tract 4306, Harris County, Texas",3832,23,600.20876826722338
"48201450302","Census Tract 4503.02, Harris County, Texas",5318,23,432.49341857841296
"48201450803","Census Tract 4508.03, Harris County, Texas",4657,23,493.88018037363105
"48201452203","Census Tract 4522.03, Harris County, Texas",3100,23,741.9354838709678
"48201452402","Census Tract 4524.02, Harris County, Texas",4048,23,568.18181818181824
"48201453702","Census Tract 4537.02, Harris County, Texas",4221,23,544.89457474532094
"48201453902","Census Tract 4539.02, Harris County, Texas",4140,23,555.55555555555554
"48201454100","Census Tract 4541, Harris County, Texas",3667,23,627.21570766293974
"48201511301","Census Tract 5113.01, Harris County, Texas",4208,23,546.57794676806077
"48201520302","Census Tract 5203.02, Harris County, Texas",2391,23,961.9406106231703
"48201522402","Census Tract 5224.02, Harris County, Texas",3781,23,608.304681301243
"48201540901","Census Tract 5409.01, Harris County, Texas",2810,23,818.50533807829186
"48201541006","Census Tract 5410.06, Harris County, Texas",5899,23,389.89659264282085
"48201542305","Census Tract 5423.05, Harris County, Texas",6245,23,368.29463570856689
"48201550306","Census Tract 5503.06, Harris County, Texas",4780,23,481.17154811715483
"48201550603","Census Tract 5506.03, Harris County, Texas",5708,23,402.94323756131746
"48201551202","Census Tract 5512.02, Harris County, Texas",3082,23,746.26865671641792
"48201554701","Census Tract 5547.01, Harris County, Texas",2918,23,788.21110349554488
"48201556100","Census Tract 5561, Harris County, Texas",3767,23,610.56543668701886
"48207950400","Census Tract 9504, Haskell County, Texas",1735,23,1325.6484149855908
"48209010305","Census Tract 103.05, Hays County, Texas",5983,23,384.4225305030921
"48209010817","Census Tract 108.17, Hays County, Texas",4964,23,463.33601933924257
"48209010925","Census Tract 109.25, Hays County, Texas",5737,23,400.90639707164024
"48215020908","Census Tract 209.08, Hidalgo County, Texas",2408,23,955.14950166112953
"48215021810","Census Tract 218.10, Hidalgo County, Texas",4361,23,527.401972024765
"48215022112","Census Tract 221.12, Hidalgo County, Texas",3441,23,668.41034582970065
"48215022705","Census Tract 227.05, Hidalgo County, Texas",2913,23,789.5640233436319
"48245001700","Census Tract 17, Jefferson County, Texas",1543,23,1490.602721970188
"48245005400","Census Tract 54, Jefferson County, Texas",1363,23,1687.4541452677915
"48245011500","Census Tract 115, Jefferson County, Texas",2487,23,924.80900683554489
"48293970400","Census Tract 9704, Limestone County, Texas",1695,23,1356.9321533923303
"48305950400","Census Tract 9504, Lynn County, Texas",2178,23,1056.0146923783286
"48329000401","Census Tract 4.01, Midland County, Texas",3428,23,670.94515752625443
"48335950400","Census Tract 9504, Mitchell County, Texas",1949,23,1180.0923550538737
"48337950600","Census Tract 9506, Montague County, Texas",1998,23,1151.1511511511512
"48339690607","Census Tract 6906.07, Montgomery County, Texas",5022,23,457.98486658701717
"48339691500","Census Tract 6915, Montgomery County, Texas",4654,23,494.19853889127631
"48339692010","Census Tract 6920.10, Montgomery County, Texas",7481,23,307.44552867263735
"48339692301","Census Tract 6923.01, Montgomery County, Texas",3973,23,578.90762647873146
"48345950100","Census Tract 9501, Motley County, Texas",1063,23,2163.6876763875821
"48355006204","Census Tract 62.04, Nueces County, Texas",2715,23,847.145488029466
"48357950100","Census Tract 9501, Ochiltree County, Texas",1701,23,1352.1457965902412
"48375014702","Census Tract 147.02, Potter County, Texas",1933,23,1189.860320744956
"48377950100","Census Tract 9501, Presidio County, Texas",2289,23,1004.8055919615553
"48381020200","Census Tract 202, Randall County, Texas",2529,23,909.45037564254642
"48423002003","Census Tract 20.03, Smith County, Texas",3899,23,589.89484483200818
"48439100602","Census Tract 1006.02, Tarrant County, Texas",4754,23,483.80311316785867
"48439102102","Census Tract 1021.02, Tarrant County, Texas",2931,23,784.71511429546217
"48439102700","Census Tract 1027, Tarrant County, Texas",3279,23,701.43336383043606
"48439104502","Census Tract 1045.02, Tarrant County, Texas",2873,23,800.55690915419427
"48439104604","Census Tract 1046.04, Tarrant County, Texas",3468,23,663.20645905421
"48439106524","Census Tract 1065.24, Tarrant County, Texas",4584,23,501.74520069808028
"48439111566","Census Tract 1115.66, Tarrant County, Texas",6264,23,367.17752234993611
"48439113115","Census Tract 1131.15, Tarrant County, Texas",3948,23,582.57345491388048
"48439113520","Census Tract 1135.20, Tarrant County, Texas",5339,23,430.79228319910095
"48439113624","Census Tract 1136.24, Tarrant County, Texas",4211,23,546.18855378769888
"48439113635","Census Tract 1136.35, Tarrant County, Texas",3976,23,578.47082494969811
"48439113936","Census Tract 1139.36, Tarrant County, Texas",6682,23,344.20832086201733
"48439113938","Census Tract 1139.38, Tarrant County, Texas",2280,23,1008.7719298245614
"48439113942","Census Tract 1139.42, Tarrant County, Texas",6038,23,380.92083471348127
"48441011600","Census Tract 116, Taylor County, Texas",2563,23,897.3858759266484
"48453001917","Census Tract 19.17, Travis County, Texas",5005,23,459.54045954045955
"48453002211","Census Tract 22.11, Travis County, Texas",3592,23,640.31180400890867
"48453002423","Census Tract 24.23, Travis County, Texas",6457,23,356.20257085333748
"48453002432","Census Tract 24.32, Travis County, Texas",4097,23,561.38638027825243
"48453032700","Census Tract 327, Travis County, Texas",4159,23,553.01755229622506
"48453035400","Census Tract 354, Travis County, Texas",5518,23,416.81768756795941
"48469000100","Census Tract 1, Victoria County, Texas",1767,23,1301.6411997736275
"48469001300","Census Tract 13, Victoria County, Texas",2289,23,1004.8055919615553
"48477170602","Census Tract 1706.02, Washington County, Texas",2018,23,1139.7423191278494
"48479000109","Census Tract 1.09, Webb County, Texas",2215,23,1038.374717832957
"48479000602","Census Tract 6.02, Webb County, Texas",2135,23,1077.2833723653396
"48479001718","Census Tract 17.18, Webb County, Texas",2313,23,994.37959360138348
"48479001816","Census Tract 18.16, Webb County, Texas",4396,23,523.20291173794362
"48479001820","Census Tract 18.20, Webb County, Texas",4772,23,481.97820620284995
"48485011200","Census Tract 112, Wichita County, Texas",2145,23,1072.2610722610723
"48491020326","Census Tract 203.26, Williamson County, Texas",6699,23,343.33482609344679
"48491020340","Census Tract 203.40, Williamson County, Texas",3106,23,740.50225370251121
"48491020812","Census Tract 208.12, Williamson County, Texas",5470,23,420.47531992687391
"48491021000","Census Tract 210, Williamson County, Texas",3003,23,765.90076590076592
"48493000202","Census Tract 2.02, Wilson County, Texas",2157,23,1066.2957811775614
"48001951002","Census Tract 9510.02, Anderson County, Texas",3501,35,999.7143673236219
"48005000903","Census Tract 9.03, Angelina County, Texas",3245,35,1078.582434514638
"48009020300","Census Tract 203, Archer County, Texas",3221,35,1086.6190624029805
"48019000200","Census Tract 2, Bandera County, Texas",2394,35,1461.9883040935672
"48021950504","Census Tract 9505.04, Bastrop County, Texas",3923,35,892.17435635992865
"48027020203","Census Tract 202.03, Bell County, Texas",4549,35,769.39986810287974
"48027022900","Census Tract 229, Bell County, Texas",3649,35,959.16689503973691
"48029121110","Census Tract 1211.10, Bexar County, Texas",5175,35,676.328502415459
"48029121905","Census Tract 1219.05, Bexar County, Texas",7517,35,465.611281096182
"48029121912","Census Tract 1219.12, Bexar County, Texas",12296,35,284.64541314248538
"48029130300","Census Tract 1303, Bexar County, Texas",2945,35,1188.4550084889643
"48029181003","Census Tract 1810.03, Bexar County, Texas",6997,35,500.21437759039588
"48029191102","Census Tract 1911.02, Bexar County, Texas",2190,35,1598.1735159817351
"48029191504","Census Tract 1915.04, Bexar County, Texas",2708,35,1292.4667651403249
"48029191814","Census Tract 1918.14, Bexar County, Texas",6143,35,569.75419176298226
"48031950101","Census Tract 9501.01, Blanco County, Texas",2627,35,1332.3182337266844
"48031950202","Census Tract 9502.02, Blanco County, Texas",2720,35,1286.7647058823529
"48037011302","Census Tract 113.02, Bowie County, Texas",2220,35,1576.5765765765764
"48037011402","Census Tract 114.02, Bowie County, Texas",2118,35,1652.5023607176583
"48039661100","Census Tract 6611, Brazoria County, Texas",3705,35,944.66936572199734
"48051970502","Census Tract 9705.02, Burleson County, Texas",2355,35,1486.1995753715498
"48053960200","Census Tract 9602, Burnet County, Texas",3381,35,1035.1966873706003
"48053960402","Census Tract 9604.02, Burnet County, Texas",2974,35,1176.8661735036987
"48055960600","Census Tract 9606, Caldwell County, Texas",2874,35,1217.8148921363952
"48061010204","Census Tract 102.04, Cameron County, Texas",4318,35,810.56044465030106
"48061011100","Census Tract 111, Cameron County, Texas",2657,35,1317.2751223184043
"48061013402","Census Tract 134.02, Cameron County, Texas",1928,35,1815.3526970954358
"48061014101","Census Tract 141.01, Cameron County, Texas",4119,35,849.72080602087885
